                            EPHEMERIDES NAUTIQUES DU SOLEIL A 0H UT - ANNEE 2023
                            ====================================================
 
|     Date    |Jr.|   AHvo   |Var AHvo|    Dec    |Var Dec|   AHso   |  T.Pass  |   Lever    |   Coucher   |
| 2023 Dec 14 | J | 181 26.0 | 14.995 | S 23 10.7 | +0.15 |  82 24.6 | 11 54 30 | 7 30 (123) | 16 19 (237) |
| 2023 Dec 15 | V | 181 18.8 | 14.995 | S 23 14.3 | +0.13 |  83 23.7 | 11 54 59 | 7 31 (123) | 16 19 (237) |
| 2023 Dec 16 | S | 181 11.6 | 14.995 | S 23 17.4 | +0.11 |  84 22.8 | 11 55 28 | 7 32 (123) | 16 19 (237) |
| 2023 Dec 17 | D | 181  4.3 | 14.995 | S 23 20.1 | +0.09 |  85 22.0 | 11 55 57 | 7 32 (123) | 16 19 (237) |
| 2023 Dec 18 | L | 180 57.0 | 14.995 | S 23 22.3 | +0.07 |  86 21.1 | 11 56 27 | 7 33 (123) | 16 20 (237) |
| 2023 Dec 19 | M | 180 49.6 | 14.995 | S 23 24.0 | +0.05 |  87 20.3 | 11 56 56 | 7 34 (123) | 16 20 (237) |
| 2023 Dec 20 | M | 180 42.2 | 14.995 | S 23 25.2 | +0.03 |  88 19.4 | 11 57 26 | 7 34 (123) | 16 20 (237) |
| 2023 Dec 21 | J | 180 34.8 | 14.995 | S 23 26.0 | +0.01 |  89 18.5 | 11 57 56 | 7 35 (123) | 16 21 (237) |
| 2023 Dec 22 | V | 180 27.3 | 14.995 | S 23 26.3 | -0.01 |  90 17.7 | 11 58 26 | 7 35 (123) | 16 21 (237) |
| 2023 Dec 23 | S | 180 19.9 | 14.995 | S 23 26.1 | -0.03 |  91 16.8 | 11 58 55 | 7 36 (123) | 16 22 (237) |
| 2023 Dec 24 | D | 180 12.4 | 14.995 | S 23 25.5 | -0.05 |  92 16.0 | 11 59 25 | 7 36 (123) | 16 23 (237) |
| 2023 Dec 25 | L | 180  5.0 | 14.995 | S 23 24.4 | -0.07 |  93 15.1 | 11 59 55 | 7 37 (123) | 16 23 (237) |
| 2023 Dec 26 | M | 179 57.6 | 14.995 | S 23 22.8 | -0.09 |  94 14.2 | 12  0 25 | 7 37 (123) | 16 24 (237) |
| 2023 Dec 27 | M | 179 50.2 | 14.995 | S 23 20.7 | -0.10 |  95 13.4 | 12  0 54 | 7 37 (123) | 16 25 (237) |
| 2023 Dec 28 | J | 179 42.8 | 14.995 | S 23 18.2 | -0.12 |  96 12.5 | 12  1 23 | 7 38 (123) | 16 25 (237) |
| 2023 Dec 29 | V | 179 35.5 | 14.995 | S 23 15.2 | -0.14 |  97 11.7 | 12  1 53 | 7 38 (123) | 16 26 (237) |
| 2023 Dec 30 | S | 179 28.2 | 14.995 | S 23 11.8 | -0.16 |  98 10.8 | 12  2 22 | 7 38 (123) | 16 27 (237) |
| 2023 Dec 31 | D | 179 21.0 | 14.995 | S 23  7.9 | -0.18 |  99  9.9 | 12  2 50 | 7 38 (123) | 16 28 (237) |
 
                                                                                      (c) http://navastro.fr
 
      AHvo = Angle Horaire du Soleil vrai a Greenwich
  Var AHvo = Variation horaire de AHvo
       Dec = Declinaison du Soleil
   Var Dec = Variation horaire de Dec
      AHso = Angle Horaire du Point Vernal a Greenwich
  Var AHso = Variation horaire de AHso : 15.042° (constante)
    T.Pass = Heure UT de passage du Soleil a Greenwich
 Les heures UT et azimuts du lever et du coucher du soleil (apparition ou disparition du
 bord superieur du soleil) sont donnes pour une latitude de 45°N et une longitude de 0°.


                                             EPHEMERIDES NAUTIQUES SIMPLIFIEES
                                              DES PRINCIPALES ETOILES EN 2023
 
|             |              ASCENSION VERSE              ||                  DECLINAISON                  | 
|     Nom     |  JANVIER |   AVRIL  |  JUILLET |  OCTOBRE ||  JANVIER  |   AVRIL   |  JUILLET  |  OCTOBRE  |
|             |    °    '|    °    '|    °    '|    °    '||     °    '|     °    '|     °    '|     °    '|
| ACHERNAR    | 335 21.3 | 335 21.8 | 335 21.3 | 335 20.4 || S 57  7.5 | S 57  7.3 | S 57  6.8 | S 57  6.8 |
| ACRUX       | 173  1.9 | 173  1.1 | 173  1.6 | 173  2.1 || S 63 13.2 | S 63 13.7 | S 63 14.0 | S 63 13.7 |
|*ADHARA      | 255  6.8 | 255  7.0 | 255  7.2 | 255  6.8 || S 29  0.2 | S 29  0.4 | S 29  0.2 | S 28 59.9 |
|*ALDEBARAN   | 290 41.2 | 290 41.5 | 290 41.4 | 290 40.7 || N 16 33.3 | N 16 33.3 | N 16 33.3 | N 16 33.5 |
| Alioth      | 166 14.5 | 166 13.7 | 166 14.0 | 166 14.4 || N 55 49.9 | N 55 50.0 | N 55 50.3 | N 55 50.0 |
| Alkaid      | 152 53.5 | 152 52.7 | 152 52.9 | 152 53.3 || N 49 11.7 | N 49 11.7 | N 49 12.1 | N 49 11.9 |
| Al Na'Ir    |  27 35.3 |  27 35.1 |  27 34.2 |  27 33.9 || S 46 51.3 | S 46 50.9 | S 46 50.7 | S 46 50.9 |
|*Alnilam     | 275 39.1 | 275 39.3 | 275 39.3 | 275 38.7 || S  1 11.3 | S  1 11.3 | S  1 11.2 | S  1 11.0 |
|*Alphard     | 217 49.1 | 217 49.0 | 217 49.3 | 217 49.0 || S  8 45.4 | S  8 45.7 | S  8 45.6 | S  8 45.5 |
|*Alphecca    | 126  5.4 | 126  4.7 | 126  4.6 | 126  4.9 || N 26 38.1 | N 26 38.0 | N 26 38.3 | N 26 38.3 |
|*Alpheratz   | 357 36.5 | 357 36.7 | 357 36.0 | 357 35.5 || N 29 13.1 | N 29 12.9 | N 29 13.0 | N 29 13.4 |
|*ALTAIR      |  62  1.9 |  62  1.5 |  62  0.9 |  62  0.9 || N  8 55.7 | N  8 55.5 | N  8 55.8 | N  8 56.0 |
| Ankaa       | 353  8.8 | 353  9.0 | 353  8.4 | 353  7.8 || S 42 11.2 | S 42 10.9 | S 42 10.5 | S 42 10.6 |
|*ANTARES     | 112 18.2 | 112 17.5 | 112 17.1 | 112 17.3 || S 26 28.9 | S 26 29.0 | S 26 29.1 | S 26 29.1 |
|*ARCTURUS    | 145 49.6 | 145 49.0 | 145 48.9 | 145 49.2 || N 19  3.7 | N 19  3.6 | N 19  3.8 | N 19  3.7 |
| Atria       | 107 14.5 | 107 12.8 | 107 11.9 | 107 12.8 || S 69  3.9 | S 69  3.9 | S 69  4.3 | S 69  4.4 |
| Avior       | 234 14.8 | 234 15.1 | 234 15.9 | 234 15.5 || S 59 34.8 | S 59 35.3 | S 59 35.1 | S 59 34.7 |
|*BELLATRIX   | 278 24.4 | 278 24.6 | 278 24.6 | 278 23.9 || N  6 22.2 | N  6 22.2 | N  6 22.3 | N  6 22.4 |
|*BETELGEUSE  | 270 53.6 | 270 53.8 | 270 53.8 | 270 53.2 || N  7 24.7 | N  7 24.6 | N  7 24.7 | N  7 24.8 |
| CANOPUS     | 263 52.6 | 263 53.1 | 263 53.5 | 263 52.8 || S 52 42.5 | S 52 42.7 | S 52 42.4 | S 52 42.1 |
| CAPELLA     | 280 23.9 | 280 24.3 | 280 24.2 | 280 23.3 || N 46  1.3 | N 46  1.4 | N 46  1.2 | N 46  1.2 |
| CASTOR      | 245 58.8 | 245 58.9 | 245 59.1 | 245 58.5 || N 31 50.2 | N 31 50.3 | N 31 50.3 | N 31 50.2 |
| DENEB       |  49 27.4 |  49 27.0 |  49 26.3 |  49 26.3 || N 45 21.8 | N 45 21.4 | N 45 21.7 | N 45 22.1 |
|*Denebola    | 182 26.6 | 182 26.1 | 182 26.3 | 182 26.4 || N 14 26.6 | N 14 26.5 | N 14 26.6 | N 14 26.5 |
|*Diphda      | 348 49.0 | 348 49.1 | 348 48.6 | 348 48.0 || S 17 51.8 | S 17 51.7 | S 17 51.4 | S 17 51.3 |
| Dubhe       | 193 42.8 | 193 42.2 | 193 42.8 | 193 42.9 || N 61 37.4 | N 61 37.6 | N 61 37.8 | N 61 37.4 |
|*Elnath      | 278  3.6 | 278  3.9 | 278  3.8 | 278  3.1 || N 28 37.6 | N 28 37.6 | N 28 37.6 | N 28 37.6 |
| Eltanin     |  90 43.5 |  90 42.8 |  90 42.2 |  90 42.8 || N 51 29.1 | N 51 28.8 | N 51 29.2 | N 51 29.4 |
|*Enif        |  33 40.7 |  33 40.5 |  33 39.8 |  33 39.6 || N  9 58.8 | N  9 58.7 | N  9 58.9 | N  9 59.1 |
|*FOMALHAUT   |  15 16.5 |  15 16.5 |  15 15.7 |  15 15.4 || S 29 30.3 | S 29 30.1 | S 29 29.7 | S 29 29.8 |
| Gacrux      | 171 53.5 | 171 52.8 | 171 53.1 | 171 53.5 || S 57 14.2 | S 57 14.6 | S 57 14.9 | S 57 14.6 |
| Hadar       | 148 38.6 | 148 37.5 | 148 37.6 | 148 38.2 || S 60 28.7 | S 60 29.0 | S 60 29.4 | S 60 29.2 |
|*Hamal       | 327 52.9 | 327 53.2 | 327 52.8 | 327 52.1 || N 23 34.3 | N 23 34.2 | N 23 34.3 | N 23 34.5 |
| Kaus Austr. |  83 35.1 |  83 34.4 |  83 33.8 |  83 34.0 || S 34 22.4 | S 34 22.4 | S 34 22.4 | S 34 22.5 |
| Kochab      | 137 20.5 | 137 18.7 | 137 19.1 | 137 20.7 || N 74  3.4 | N 74  3.4 | N 74  3.8 | N 74  3.6 |
|*Markab      |  13 31.7 |  13 31.7 |  13 31.0 |  13 30.7 || N 15 19.7 | N 15 19.6 | N 15 19.8 | N 15 20.1 |
|*Menkar      | 314  7.7 | 314  8.0 | 314  7.7 | 314  7.0 || N  4 10.7 | N  4 10.7 | N  4 10.9 | N  4 11.1 |
| Menkent     | 147 59.8 | 147 59.0 | 147 59.0 | 147 59.3 || S 36 28.8 | S 36 29.1 | S 36 29.3 | S 36 29.1 |
| Miaplacidus | 221 37.8 | 221 38.1 | 221 39.3 | 221 39.1 || S 69 48.4 | S 69 48.9 | S 69 48.9 | S 69 48.5 |
| MIMOSA      | 167 44.2 | 167 43.3 | 167 43.7 | 167 44.1 || S 59 48.5 | S 59 49.0 | S 59 49.3 | S 59 49.0 |
| Mirfak      | 308 30.3 | 308 30.8 | 308 30.4 | 308 29.5 || N 49 56.7 | N 49 56.7 | N 49 56.5 | N 49 56.6 |
|*Nunki       |  75 50.2 |  75 49.6 |  75 49.0 |  75 49.1 || S 26 16.1 | S 26 16.1 | S 26 16.0 | S 26 16.1 |
| Peacock     |  53  8.9 |  53  8.3 |  53  7.2 |  53  7.1 || S 56 39.8 | S 56 39.5 | S 56 39.4 | S 56 39.7 |
| Polaire (La)| 314 31.8 | 315  9.5 | 314 56.4 | 314 12.0 || N 89 21.9 | N 89 21.9 | N 89 21.5 | N 89 21.6 |
|*POLLUX      | 243 19.0 | 243 19.0 | 243 19.2 | 243 18.7 || N 27 58.2 | N 27 58.3 | N 27 58.3 | N 27 58.1 |
|*PROCYON     | 244 52.3 | 244 52.3 | 244 52.5 | 244 52.0 || N  5 10.0 | N  5  9.9 | N  5 10.0 | N  5 10.0 |
|*Rasalhague  |  96  0.4 |  95 59.8 |  95 59.4 |  95 59.6 || N 12 32.5 | N 12 32.4 | N 12 32.6 | N 12 32.7 |
|*REGULUS     | 207 36.0 | 207 35.8 | 207 36.0 | 207 35.8 || N 11 51.3 | N 11 51.2 | N 11 51.3 | N 11 51.2 |
|*RIGEL       | 281  5.2 | 281  5.4 | 281  5.4 | 281  4.8 || S  8 10.6 | S  8 10.6 | S  8 10.4 | S  8 10.2 |
| RIGIL KENT. | 139 43.1 | 139 41.9 | 139 41.8 | 139 42.5 || S 60 55.5 | S 60 55.8 | S 60 56.1 | S 60 56.0 |
|*Sabik       | 102  5.0 | 102  4.3 | 102  3.9 | 102  4.1 || S 15 45.2 | S 15 45.3 | S 15 45.2 | S 15 45.2 |
| SCHAULA     |  96 13.1 |  96 12.2 |  96 11.7 |  96 11.9 || S 37  7.2 | S 37  7.2 | S 37  7.3 | S 37  7.3 |
| Schedar     | 349 32.9 | 349 33.3 | 349 32.5 | 349 31.7 || N 56 40.0 | N 56 39.7 | N 56 39.7 | N 56 40.1 |
|*SIRIUS      | 258 27.4 | 258 27.6 | 258 27.7 | 258 27.2 || S 16 44.9 | S 16 45.0 | S 16 44.8 | S 16 44.6 |
|*SPICA       | 158 24.1 | 158 23.5 | 158 23.6 | 158 23.8 || S 11 16.8 | S 11 17.0 | S 11 17.0 | S 11 17.0 |
| Suhail      | 222 47.2 | 222 47.2 | 222 47.6 | 222 47.4 || S 43 31.3 | S 43 31.8 | S 43 31.7 | S 43 31.4 |
| VEGA        |  80 34.8 |  80 34.2 |  80 33.6 |  80 34.0 || N 38 48.2 | N 38 47.9 | N 38 48.3 | N 38 48.6 |
|*Zuben'genubi| 136 58.1 | 136 57.4 | 136 57.2 | 136 57.5 || S 16  8.1 | S 16  8.3 | S 16  8.4 | S 16  8.3 |
 
                                                                                    (c) http://navastro.fr
 
 Etoiles de magnitude inferieure a 2,5.
 Les noms en MAJUSCULES designent les etoiles les plus brillantes, de magnitude inferieure a 1,6.
 Les noms precedes d'une * designent les etoiles de declinaison <30°, utilisables avec les HO249 Vol. 2 et 3
